filename,text
"./log-card-000-smooth-hitchhiker-1.jpg","s | 7 | | Ą
cz Smooth Hitchhiker | /
m I są e = hs | E ea
ma WE wy s Na —""
ue: ) p» h A Oe 28 v\
— ee Pd —
You know well that a great attitude,
generosity, and persistence can move
mountains. You, however, rarely ask
others to move mountains for you.
Your handsome scaly body is enough.
Once on each of your travels, at @,
you may spend 3 © to roll ©.
1 - 9:+1 movement.
10 - 12: +2 movement."
"./log-card-000-soar-in-the-sky-1.jpg","J w | Soar in the Sky iB WY )Z
. > FZ Sf Sees A > o"" 7
Through a life of uncertainty, you
have learned to embrace the unknown.
When the opportunity calls, you spread
your wings and leave others in the dust.
During your travel, you may
discard to get +3 movement.
Return your companions ££
without GATES to M."
"./log-card-000-unleashed-potential-1.jpg",".~ Sz 12007 LED of
23 ganthioreresienenn 4 |
_ Unleashed Passion | \4
Ye! | 5A: — « pare,
| | A —
Within you roars a whirlwind of
emotions, waiting to be let out. It is
your greatest strength and gravest
weakness. It is who you are. May
it carry you to glory or to ruin.
Once on each of your turns,
before a skill check, you may roll @.
1-4: Get GER.
5 - 12: Get G9."
"./log-card-000-unyielding-spirit-1.jpg","2% Unyielding Spirit Ky
y <"" >. UAE — W
A life of adventure has shaped you,
made you resilient and defiant. In a
dire situation, when others would yield,
Jour inner strength surges forth.
After a skill check but before revealing
Outcomes, you may discard to
replace your dice pool with the dice
below. Roll them and use the result.
rt) ery,"
"./log-card-001-january-1.jpg",": January 4
J ZY y
aa 44 H =
A WALI ms ee Ó
E "" Bim
It s freezing outside, and leaving the
hearth without proper clothing or
thick fur is a foolish notion. Those
that do brave the cold, however, are
greeted by breathtaking sceneries
of pristine wintry beauty.
Use the winter side of both the
game board and location cards.
¥ Replace this card with
002 from iil."
"./log-card-002-february-1.jpg","bp FP 827 4 „=
STN eae ae
Winter's bite is slowly weakening,
and dreams of spring glimmer on
the horizon. Many prefer to stay
indoors, but others enjoy the last
winter activities while they can.
Use the winter side of both the
game board and location cards.
Shuffle @ 267 into the event
A deck and replace this card
with @ 003 from HiL."
"./log-card-003-march-1.jpg","© March EE
03)
ge dO.
Winter starts to give way to spring,
and the first signs of life emerge from
under the melting snow. Liveliness
returns to many folks’ faces as
if coming out of hibernation.
Use the summer side of both the
game board and location cards.
y. Replace this card with
004 from iit."
"./log-card-004-april-1.jpg","tes
SFW
; 663 A vagal : x, OE Ę ść yuo a ™ |=
Spring is in full swing, and
everywhere you look there are flowers
blooming and featherfolk chirping.
Farmers get to work to plant the
first seeds of a successful harvest.
Use the summer side of both the
game board and location cards.
¥ Replace this card with
005 from iit."
"./log-card-005-may-1.jpg","om 4
ae W W
RE my ud” =
“Ag ZR Wy” ea ©
rw B3 NK JSW
U LEU p CSP Fe
Nature is in full bloom in all of its
colourful grandeur, and the chill of
winter remains but a distant memory.
Relaxing in the sun is tempting, but
there's still plenty of work to do.
Use the summer side of both the
game board and location cards.
¥ Replace this card with
QF 006 from iit."
"./log-card-006-june-1.jpg","2 eee /
Ags 1.24 ee „al PASE TT ah es 1 i TĘ PB
Summer is here, as are the relentless
rays of sunshine. To some folks
it is a blessing, but others find
the heat unbearable, staying in
shade whenever they can.
Use the summer side of both the
game board and location cards.
¥ Replace this card with
007 from iit."
"./log-card-007-july-1.jpg","Fs) | July | 4
ŚW. Pao p R —NESA * xy
p = a ES) a J R Oras eS
It is the season of celebration. Folks
from all walks of life gather together

for mirth, music, and laughter.

Use the summer side of both the

game board and location cards.

During setup, replace location @

with @ 230 from iit.

¥. Replace location @ with © 070

8 and this card with @ 008 from iit."
"./log-card-008-august-1.jpg","bb A ł | I)
The verdant summer slowly gives way
to the serene colours of autumn. It is
time to partake in the gifts of nature
and enjoy the warmth while it lasts.
Use the summer side of both the
game board and location cards.
¥ Replace this card with

009 from iit."
"./log-card-009-september-1.jpg","4 9 2
© September 4
e. ko |
SY. GB #4 GE 2 A Ó
„ ""oe. Ja ie ©
— O — ———E——™ be ye EL, —
The weather is turning colder — and
the frequent rain into first snowfalls.
Some scalefolks and palefolks travel
south to escape the coming frost.
Use the winter side of both the
game board and location cards.
¥ Replace this card with
5010 from iit."
"./log-card-010-october-1.jpg","o (AR os
i Aż
re’ sz»
The weather keeps getting colder,
prompting many to stay indoors.
Thankfully, there s a slew of cultural
events to comfort a weary traveller.
Use the winter side of both the
game board and location cards.
Shuffle @ 088 (if available in HEX)
@¥5 into the event deck and replace
this card with @ 011 from HiL."
"./log-card-011-november-1.jpg","A © November f- |
EE JE
Snow covers the landscape — to the
delight of young ones everywhere.
Those less enthusiastic rely on
warm brews to keep them going.

Use the winter side of both the
game board and location cards.
¥ Replace this card with

8012 from iit."
"./log-card-012-december-1.jpg","Seay
e © | December |
The land slumbers under a heavy
blanket of snow. The cities, however,
never sleep, as the steadfast folks and
tireless industry keep on going.
Use the winter side of both the
game board and location cards.
¥ Replace this card with
001 from iit."
"./log-card-013-ladder-1.jpg","fs.
o) Ladder |
SE zz, , 2 27 paź, =
8 }
Stand =;
It's easier to spot what you re looking
for by standing higher up — obvious
to any folk on the shorter side.
Climb
Get GRY.
Observe
Convert up to 2 © into ££/9) each.
Search
Convert 1 © into @9."
"./log-card-014-drums-1.jpg","6 rs
| \ig —
U \} | F (
A \ ae )
Music mama —
While cumbersome to haul around,
drumming can prove instrumental
when you least expect it. Pangolins
in particular enjoy the novelty of a
momentary rhythm in their lives.
Explore = Intimidate
Reroll 1 &% up to 2 times. You may
choose a different $5 each time.
Recall
Reroll 1 $$."
"./log-card-015-long-coat-1.jpg","fat.
34 Long Coat |
= ©
3 as
(
ź }
Shady ‘Warm )
Made of the finest cotton, clothes
sewn by the Wool Skin Co. can
last a lifetime. Their darker, more
ominous line is popular among
folks who embrace the shadows.
Sneak
Get and reroll up to 1 (3.
Explore =} Intimidate
Reroll 1%."
"./log-card-016-climbing-axes-1.jpg","dw - . .
joy ClimbingAxes |
Pick „ Weapon
Tools for those brave enough to
challenge even the tallest and
most precarious summits.
Climb
Get and reroll up to 1 &.
Fight £ Force
Convert 1 X into GRY."
"./log-card-017-swordstick-1.jpg","dm -
154 Swordstick |
~ '
Blade „ Pole
Various blades and weapons have
been concealed as ordinary items
from the earliest of times. Sometimes
the least obvious apparatus can
be the most lethal instrument.
Fight
Reroll up to 2 $5 and convert
up to 2 ® into each.
Explore
Reroll up to 2%."
"./log-card-018-multilens-goggles-1.jpg","ce °
poy, mMultilens Goggles |
=
( B @
NYM }
Reading ~~
The Lensmaster 4000 greatly enhances
your vision and improves the chances
of spotting whatever you re looking for.
Search
Reroll up to 3 &.
Observe
Reroll up to 2 &%.
Unlock
Reroll 1 87."
"./log-card-019-triple-barrel-pistol-1.jpg","ze ;
Hoy triple-barrel pistol
p @&
N Sag )
Ranged Gunpowder Weapon
A symbol of status for dwarf crocodiles,
this unusual and expensive firearm
makes up for the loss of accuracy
in firepower and sinister style.
Fight
Reroll 1 $5 up to 3 times. You may
choose a different $9 each time.
Unlock a Intimidate
Get GRY."
"./log-card-020-telescope-1.jpg","fs.
OJ | Telescope |
= at
Spying _—
Many folks have sought wisdom and
guidance for their lives from the stars
and their movements. How many
have found either of those? Only
celestial beings can tell you that.
Observe
Explore
Reroll 1 &."
"./log-card-021-blindfold-1.jpg","fis. z
Wda Blindfold |
©
(23 =
Lucky Comforting
A famous philosopher once said
that sight is what keeps us from
truly seeing. However, many gloss
over the fact that she was a bat.
Intimidate
Get and reroll up to 1 Gy.
Recall
Reroll up to 2 &%."
"./log-card-022-speaking-trumpet-1.jpg","a
lm > A
joy Speaking Trumpet |
Loud RI
A metal funnel is a great way
to increase the volume of your
message. Sticking the narrow
end to your ear is useful too, not
to mention funny-looking.
Convince
Get and reroll up to 1 &%.
Observe
Reroll up to 2%."
"./log-card-023-strong-wine-1.jpg","a
© p
AON | Strong Wine |
A ÓW =
« ase lp ź <
Sali UG NV (
Drink
In moderation, macaws consider
flaming outbursts a respectable quality
regardless of reason. Going overboard
is as frowned upon as it is startling.
In % skill check, you may
discard to get €TY.
Intimidate
Discard to get
and reroll up to 2 &."
"./log-card-024-opera-glasses-1.jpg","dm -
jo) | Opera Glasses — |
= = 03)
~ )
Spying zam
In owl societies, no self-respecting
patron of the theatrical arts leaves
home without their glasses. Because
how else would one spy on their
neighbours in the next booth over while
enjoying the performance on stage?
Observe a Search
Reroll up to 2 &%.
Convince
Reroll 1 &%."
"./log-card-025-skipping-rope-1.jpg","rh m
CHa + O
BOY, Skipping Rope
OS SS ME 437 OS) ©)
Training „ Cord „ Toy
Joeys love hopping, and their playtime
often revolves around it. This habit
continues to their adulthood. Other
folks could certainly learn a lesson or
two about fitness from kangaroos.
In A skill checks, reroll up to 2 $5.
Force
Reroll 1 &%."
"./log-card-026-dice-set-1.jpg","da
2) Dice Set
a © 6RBE .
Lucky „ Game ,
Put your faith in the dice!
Before a skill check, you
may convert it into a (CELMB) check.
Gamble
Roll @.
1-6: Get ERY.
7 - 12: Get EXD.
Recall
Reroll up to 3 $."
"./log-card-027-chocolate-cake-1.jpg","A
POy Chocolate Cake |
©
Snack a
A delicacy filled with sugary energy.
Eat it while it still tastes good.
You may discard to take
() 059 from iii.
Convince
Discard to get €Y.
EE 54"
"./log-card-028-plush-toy-parrot-1.jpg","TA
© p
54 Plush Toy Parrot |
u u Ó
| ND
A )
Comforting _ Toy
Hug him and let your worries disappear
and mind wander for a moment of
serenity. Or you can use him as a
distracting gift if your heart can take it.
Recall
Reroll up to 2 &%.
Sneak z Convince
Discard to get €9."
"./log-card-029-stretchy-braces-1.jpg","da
poy, Stretchy Braces |
7 > 7 7 NO
Fancy ‘Cord
Lavish accessories sure make an
impression on the common folk. A huge
portion of the world’s high-quality rubber
comes from the plantation owned by a
rich mongoose family in Velamunti.
Convince
Get and reroll up to 1 &%.
Climb
Reroll up to 1 &%. You may
discard to get €9 as well."
"./log-card-030-pirate-belt-1.jpg","a
he °
“th Pirate Belt |
© m2
f oir BAĆ (2 e 7 1 Z)
AON Wawa w p „©
A ""OR }
Shady „ Relic
The shores of Galzyr were once one of
the most perilous areas to live. Times
have since changed, but folks still shiver
at the mention of red fox pirates.
Intimidate
Get and reroll up to 1 Gy.
Climb
Reroll up to 2 &%."
"./log-card-031-charm-1.jpg","fas.
5
s R =
_ug>
Lucky Relic
Some believe in fate and fortune,
some want to forge their own destiny.
Confidence, or lack thereof, matters
more than one might imagine.
Sneak 3 Force „ Climb
Roll @.
1 - 4: Get GE).
5 - 8: Get G9.
9 - 12: Get QT)."
"./log-card-032-ocarina-1.jpg","da
JOY"" Ocarina |
'
Music „amm
After years of practice and discipline,
enlightened bobak marmots play
timeless music with ocarinas to bridge
our world with the spirit world.
Recall
Reroll up to 4 $.
Convince
Reroll up to 2 $9."
"./log-card-033-smoke-bomb-1.jpg","A
joy SmokeBomb |
Weapon ses eo
Originally invented by the tree-
kangaroos to cast a veil of mystery
around many important shipments and
operations. To this day, simple foggy
weather is often credited to kangaroos.
Sneak
Discard to get CD.
Fight
Discard to convert up to
2 ® into G9 each."
"./log-card-034-blowgun-1.jpg","fas.
2) Blowgun |
= 2
Toxic Ranged Weapon
Darts are highly ineffective by
themselves. Dipping them into
substances designed to knock out
the victim is a different story.
Sneak
Convert up to 2 ® into @X9 each.
Fight
Convert up to 2 ® into each."
"./log-card-035-diving-helmet-1.jpg","a
lak y + °
AON | Diving Helmet |
RJ =
For its intended purpose, you
would need additional air-pumping
equipment. For more creative
purposes, not so much. A personal
meditation chamber, for example.
Recall
Reroll up to 3 &.
Intimidate
Get GED."
"./log-card-036-cannon-1.jpg","> O
|
t U
Ranged , Gunpowder „ Weapon
Cannons are often used on ships for
raw firepower and intimidation factor.
Banned from civilian use — obviously.
-| movement.
During your travel,
spend 2 © to enter @.
DA BOE"
"./log-card-037-gift-voucher-1.jpg","| GG > E
Surprise zm
Vouchers are the perfect gift — at
least for the indecisive buyer.
They are particularly popular
among upper-class lemurs.

In a market scene, you may discard
to take a presented item & for free.
At Q, you may discard to gain 5 ©)."
"./log-card-038-throwing-stars-1.jpg","da
Foy throwing Stars |
sg |
Blade Ranged Weapon ,
Highly dangerous weapons against
unsuspecting targets. Use the
surprise to your advantage!
Sneak
Reroll 1 $5 up to 2 times. You may
choose a different $p each time.
Fight
Convert up to 2 into each."
"./log-card-039-boomerang-1.jpg","da
a) Boomerang |
© aoe a
O
Ranged Weapon
According to a platypus fable, the
boomerang was first envisioned by the
inventor Moakira. She kept coming
back to the idea of a returning weapon
after missing the target too many times.
Fight 4 Force
Get and reroll up to 1 (7.
If the total ©, in the skill check
is 1 or less, discard."
"./log-card-040-powder-keg-1.jpg","fas.
5) Powder Ked |
| | z
/ ź =
Gunpowder _ Weapon
Gunpowder, the invention of giant
pandas, has had a mixture of
interesting uses ranging from delightful
fireworks to deadly weaponry.
Unlock „ Force
Get @E9. You may discard
to get @D more."
"./log-card-041-dumbbells-1.jpg","a
=<4RD>P
a) Dumbbells |
; . 5
Training » Aa
Staying in good shape never
hurt anyone — except perhaps
Jour poor opponent.
In skill checks, reroll up to 2 &.
Climb
Reroll 1 &%."
"./log-card-042-soft-towel-1.jpg","ove
lam >
34 Soft Towel |
Comforting _ Warm
While it is comfortable and highly
efficient at its intended purpose,
Jou can imagine multiple ingenious
uses for this fluffy piece of fabric.
Fight = Climb = Convince
Reroll up to 2%."
"./log-card-043-rare-artefact-1.jpg","ft.
i
Relic am
Galzyr is filled with rare treasures
of past civilisations just waiting to
be found. Hunting them is a part of
any balanced adventure. Finding one,
that’s what really makes the day!
Convince"
"./log-card-044-doctors-bag-1.jpg","da
joy _ Doctorsgag |
EE aa =
% ""a 7 KB =
WN’ SZ Vee cS
Medical „ First aid
Medical equipment and a healthy dose
of self-confidence fit together nicely.
You may return Wounded ¢ to Hii
from any adventurer on your
space (including yourself).
Convince
Get G9.
Unlock
Reroll up to 2%."
"./log-card-045-whip-1.jpg","fs.
20)
<= =
Cord Weapon
Many folks favour new, more modern
weapons when it comes to fighting.
They consider whips and such relics
from the past, belonging to museums.
Fight 4 Climb
Reroll up to 1 $5 and
convert 1 © into @E9.
Intimidate
Reroll 1 85."
"./log-card-046-bottle-of-acid-1.jpg","da -
5) bottle of Acid |
8 Ó
R
Toxic Burglary
Mixing multiple toxins, such as those
of a Gila monster or a strawberry
poison frog, can create potent liquids
with highly corrosive attributes.
Unlock
Get and reroll up to 1 $5.
Force
Reroll up to 2 &%."
"./log-card-047-broom-1.jpg","fas.
o) Broom |
Sweeping ‘ Pole
A tidy home is a source of pride
for mongooses. Many other folks
end up delaying cleaning as much
as possible, often finding long-lost
items when they finally get to it.
Search
Get and reroll up to 1 &%.
Fight = Explore
Reroll 1 85."
"./log-card-048-grappling-hook-1.jpg","fas. e
JOW Grappling Hook _|
© kk Losy”
CC ds R ()
— = ©
— a LR p R
A R
— 3
""mę ""
Cord >
An invention of tuatara pirates, these
simple tools were pivotal in ruling the
high seas. While piracy has declined,
a hook on a rope is equally useful
in climbing up difficult surfaces.
Climb
Get G9.
Force
Reroll 1 &."
"./log-card-049-analysis-paralysis-1.jpg","Ż _ Analysis Paralysis | /
I have the greatest gaming fę-
collection in Galzyr! Achieving Mp
that has not been easy, nor | 0
cheap. But that s irrelevant. |
I've been inspired to try my
hand at game design myself, but I've
unfortunately hit a brick wall and
desperately need to bounce ideas off
someone. Please, bring your A game!
- Dani, the platypus game enthusiast
Chabahr
Q Meet Dani © 0480
BE Place to [Ą."
"./log-card-049-clashing-claims-1.jpg","Ż _ Clashing Claims — | /
Two elder farming families, | |
the Virtanio and the Korhoni, | os
are having a dispute over |
property boundaries. These 4
talks must be mediated.

I'd handle such deals, but I am drowning
in administrational work and thus
unable to make the appointment myself.
- Ambroso, the canvasback
land-ownership council director
1 space east of Meratu
Q Meet the families @ 0235

Bt Place to [Ą."
"./log-card-049-fading-craft-1.jpg","Ż | Fading Craft | /
One of our artisans, Brizlethe | |
arctic fox, has a job ing B=
job constructing Mp
a cobblestone cottage onthe | 5
south coast near Arhin. ią
With the job being on the larger
scale and our stonemasonry guild losing
its workforce to large factories each
passing day, I would appreciate any
help to assist Brizle finish the cottage.
- Alelleto, the white mongoose leader
1 space east of Arhin
(© Meet Brizle © 0279
Bt Place to [Z]."
"./log-card-049-heist-unseen-1.jpg","Ż Heist Unseen | /
As I have feared, the Followers | |
of Tam have infiltrated Yezdens | e

city council, and plan on claiming 5
the gold mines as theirs. ią
I need evidence to support my
suspicions if we want Yezden to
retain its ownership. From what I
know, the Followers hold regular
gatherings somewhere in the mines.
- Arlunete, the mandrill city councillor
1 space west of Yezden
GE) Visit the mines © 0278
BE Place to [Z]."
"./log-card-049-kitchen-combat-1.jpg","Ż - Kitchen Combat | /
Are you a talented chef with | |
experi ki ic dishes? Bp
perience cooking exotic dishes? Mp
My friend is the general Herrago, | 0
one of the most decorated 3
generals in Hezembi s history!

While the gruff old soldier is retired
now, he told me he wishes to enjoy
more interesting dishes beyond
what his caretaker can prepare.

- Beyffa, the striped polecat sergeant
2 spaces north of Hezembi

& Visit Herrago’s estate (SZAWZIE
Bt Place to [Z]."
"./log-card-049-loose-threads-1.jpg","Ż Loose Threads | /
Smugglers are bleeding contraband | |
in and out of Chabahr. Recently, | z
famous historical Chabahrian | 0
tapestries have been stolen. ią
We are looking for aid in the
retrieval of these tapestries. We have
reported sightings of suspicious
figures by the great Rien river.
- Hollena, the hog-nosed
bat guard captain
1 space west of Chabahr
Ś Scout the area © 0234
Bt Place to [Z]."
"./log-card-049-shifting-tides-1.jpg","Ż Shifting Tides | /
Ships in bottles, Iadore them. | aa
And so does my dear bucko, z
Thematia. Td like to surprise His
her with one ship her impressive 83
collection still lacks.
If you want to help me deliver
this thoughtful surprise gift,
meet me at my home, located
in Sarewar s upper district.
- Garhoz, the striped polecat noble
Sarewar
Ś Meet Garhoz © 0230
BE Place to Ei}."
"./log-card-049-silver-lining-1.jpg","Ż | Silver Lining | /
Our relatives once lived in fę-
Teshune. They were forced >

to flee when the city was | 5
under siege, leaving their ią
valuable tableware behind.

We heard that the tableware might still
be in their old cellar amongst the ruins!
If you dare to look for it, come see us.

- Couhil and Arramak, the
greater flamingo family
Teshune

Q Meet the flamingos  SSAVZE)

Bt Place to [Z]."
"./log-card-049-snitch-1.jpg","4 | Snitch | /
Arhin s image is one of progress | |
and purity. What it doesn't want os
the public to know is that there | 0
are more underworld crooks than 83
the city guard can keep tabs on.

With my help, there could be one less.
I work at Arhin’s docks. You ll

find me there easily.

- Rasuma, the yellow-

tailed rat tally clerk

Arhin
& Meet Rasuma © 0231
BE Place to [Ą."
"./log-card-049-star-stone-1.jpg","Ż | StafStone . /
Boriwe Publishing is looking to | |
release a new book detailing the | cj
famous meteor impact Pozan 5
crater near Sarewar! Armed with SQ

the latest knowledge in geology, we
aim to give an updated and thorough
study of the crater s composition.
Join my journey of providing our
readers insight into the world of rocks.
- Doderson, the giant otter geologist
1 space east of Chabahr
& Meet Doderson © 0281
Bt Place to [Z]."
"./log-card-049-tedium-of-existence-1.jpg","Ż Tedium of Sxistence | /
I'm bored! I hereby request ! |
new and exciting experiences | os
presented to me without delay. (irs
Substantial compensation is |
promised to the individual
who delivers me such services.
Come see me in my palace if you
consider yourself worthy of my time.

- Galofia Lidiwo, the marbled
polecat grand mistress
Hezembi
(© Meet Galofia © 0232

BE Place to [Z]."
"./log-card-049-terrible-translations-1.jpg","Ż Terrible Translations | /
Im a tutor specialising in texts |
and history, and got a puzzling | z
item in an antiques auction. Im | 5
not sure if I've ever encountered SQ
a text like this one before.

To anyone who thinks they may be
able to help unravel a great mystery,
come to my private lecture hall.

- Letterock, the Madagascar
day gecko tutor
1 space east of Rienshtum

& Visit the lecture hall (ZAWEJ
Bt Place to [Z]."
"./log-card-049-thief-threat-1.jpg","Ż | Thief Threat | /
Hezembi s city hallis holding | z
an exhibition in memory of — MB
Teshune, displaying olditems | 5
like local pottery and clothing. 43
The main attraction, the Teshunian
Sovereign Ring, isn t there yet because
a letter claims the sender will steal the
ring as soon as we put it on display!
We request help with the security.
- Sotiliki, the ferret secretary
Hezembi
QD Meet Sotiliki © 0282
Bt Place to [Z]."
"./log-card-049-ubran-encroachment-1.jpg","Ż Urban Encroachment | /
Rienshtum is looking to expand. |
With the growing population z
and demand for servicesand | 0
housing, we are looking to 53
urbanise areas south of the city.
If you are interested, meet
our volunteer coordinator,
Dorromay, a slow loris, there.
- Meheroto, the wolverine land
management council director
1 space south of Rienshtum
z) Meet Dorromay @& 0277
Bt Place to [Z]."
"./log-card-049-underground-defence-1.jpg","Ż Underground Defence | /
My family and I run a business | z
in Meratu. We dig holes for — Mr
folks to rent out as storage. | 0
Recently, a group of moles |
have been burrowing into our
tunnels and stealing clients’ items.
Come find us near the ranger
station and help us catch these
crooks before our business sinks!
- Mouwde, the groundhog owner
Meratu
& Meet Mouwde © 0280
BE Place to [Ą."
"./log-card-049-unusual-immigration-1.jpg","Ż Unusual Immigration | /
Here at the Galzyr Immigration | z |
Office, we help newcomers >>
in our lands and find them ‘irs
a place to belong. |
However, a most unusual case
has come across my desk, and I
have to admit Im not equipped with
how to move forward. I may need
the help of a language expert.
- Automek, the mandrill civil servant
1 space south of Sarewar
(D Visit the office © 0482
BE Place to [Z]."
"./log-card-049-urban-encroachment-1.jpg","Ż Urban Encroachment | /
Rienshtum is looking to expand. |
With the growing population z
and demand for servicesand | 0
housing, we are looking to 53
urbanise areas south of the city.
If you are interested, meet
our volunteer coordinator,
Dorromay, a slow loris, there.
- Meheroto, the wolverine land
management council director
1 space south of Rienshtum
z) Meet Dorromay @& 0277
Bt Place to [Z]."
"./log-card-050-lost-1.jpg","Isolated I
You can t recognise your surroundings.
Everything looks so foreign to you.
How did you even get here?
When gained, place your
figure on this card.
4 You are lost @ 0100
śJpiEcard
4.3"
"./log-card-051-imprisoned-1.jpg","| |
Imprisoned |
be ""©"" [MFF | p M
a app SE | |
Isolated |
You re trapped in a small, cold,
and damp cell. Justified or
not, its time to bust out!
You cannot pick up quests 44, move,
trade, or become a partner ££.
ZAG Youare in jal Cat
AJDiscarał
dO"
"./log-card-052-ball-&-chain-1.jpg","trx |
Chained
In a famous court case, a fox avoided
jail by arguing how lesser misconduct
should mean lesser decrease in mobility.
At Q and not in a scene, you
may spend 5 © to discard.
Sneak = Fight + Climb + Run
| BOYGEE IWA |
WG Wlscard."
"./log-card-053-wounded-1.jpg","CY | Wounded |
x > 5 es 24 p
AŻ) MB
] WA. f/, b
Injured „ Weary — tą
You ve seen better days. The best
course of action would probably be to
avoid physical strain or seek treatment
from a medical professional.
In*B, % and AK skill checks, get GKŻ).
At Q and not in a scene, you
may spend 2 ©) to hasten 1."
"./log-card-054-shocked-1.jpg","CY Shocked |
| 5 ź » 3 ©. | a ee
2 ZA © 7a > R
Stunned Weary > ig
Your mind is haunted by your
latest dreadful experiences, making
you unable to fully focus on any
tasks at hand. You can only wish
you had acted differently.
In skill checks, you cannot use your
Skill marks matching the check."
"./log-card-055-exhausted-1.jpg","um Exhausted |
? CS 5 ASH
ANI 24 2 4 FR p Os
11 fp’ on fee as
U 407 Me
na | tat = a
SS OO: 2 ZEM
Tired „ Weary ANS
Drained, you cannot fathom traversing
long distances. Better rest for a while.
-| movement.
If you move O during your
travel, discard.
Run
| Get 14%. |
w"
"./log-card-056-freezing-1.jpg","£ | freezing gb
PE 0.24
A ZE AC Ź a. a J gó a >
7 2 AZ OWV |
5 A 2 Bag o
t+. CM aly wy a See
""AK 347.0 088
=. Cold Weary = m sh aj
Thanks to your recent
adventures, you re cold to the
bone, a walking ice cube.
In skill checks, the number of 85
you can use is reduced by 2.
If you have GWEN, discard."
"./log-card-057-afraid-1.jpg","| |
s ' na pa
p. Ł 4 SU)
— COWardice , Weary Semen
Terrified and paranoid, you can't get
rid of the thought that you could have
avoided your fate by being more careful.
When gained, hasten 1 for each
companion @ and partner <£ you have.
You Cannot choose hard skill
checks if you have other options.
J
G Discard}"
"./log-card-058-disheartened-1.jpg","ea Disheartened |
a 4 A
Worried , Weary „

Whats this all for? With a heavy heart,
your mind isnt as sharp as it should
be. Your only glimmer of hope is that

perhaps tomorrow will be brighter.

In, 9, and © skill checks, get GK."
"./log-card-059-vigorous-1.jpg","NZ,
RJECZMC
SS). SEWEYTE | GI
Restless | Upbeat + aa
You are so full of energy that you find
it hard to stay still, searching for ways
to exhaust your vigour somewhere.
During your travel, you may
discard to get +1 movement.
If you are Exhausted ¢,
discard to return it to HAR.
Force a Intimidate 5 Run
Discard to get GED."
