filename,text,number,card name,type,description,instruction,card name_pl,description_pl,instruction_pl,card_name_it,description_it,instruction_it,,,,,
./log-card-000-shifting-strategies-1.jpg,"cs _ Shifting Strategies \ 4
Re dd AE =
a ae. TF. E 4
You have learned and fully adopted
the power of adaptation. You wont
be stuck in your ways, ready and
able at a moment's notice to chase
a new thought or another path.
You may discard to swap
up to 2 of your skill marks
for any other skill marks.",000,Shifting Strategies,Adventurer status,"You have learned and fully adopted
the power of adaptation. You wont
be stuck in your ways, ready and
able at a moment's notice to chase
a new thought or another path.","You may discard to swap
up to 2 of your skill marks
for any other skill marks.",Zmienna taktyka,"Nauczyłeś się sztuki adaptacji.  
Nie tkwisz w schematach — potrafisz w jednej chwili zmienić kierunek i znaleźć nowy sposób działania.","Możesz odrzucić kartę, aby zamienić do 2 swoich znaczników umiejętności na inne według wyboru.",Tattica cangiante,Hai imparato e fatto tua la potenza dell’adattamento. Non resti incastrato nelle abitudini: in un attimo sai inseguire un’idea nuova o un’altra strada.,Puoi scartare per scambiare fino a 2 dei tuoi segnalini abilità con qualunque altro segnalino abilità.,,,,,
./log-card-000-smooth-hitchhiker-1.jpg,"s | 7 | | Ą
cz Smooth Hitchhiker | /
m I są e = hs | E ea
ma WE wy s Na —""
ue: ) p» h A Oe 28 v\
— ee Pd —
You know well that a great attitude,
generosity, and persistence can move
mountains. You, however, rarely ask
others to move mountains for you.
Your handsome scaly body is enough.
Once on each of your travels, at @,
you may spend 3 © to roll ©.
1 - 9:+1 movement.
10 - 12: +2 movement.",000,Smooth Hitchhiker,Adventurer status,"You know well that a great attitude,
generosity, and persistence can move
mountains. You, however, rarely ask
others to move mountains for you.
Your handsome scaly body is enough.","Once on each of your travels, at @,
you may spend 3 © to roll ©.",Gładki autostopowicz,"Wiesz dobrze, że pozytywne nastawienie, hojność i upór potrafią przenosić góry.  
Ty jednak rzadko prosisz, by ktoś przenosił je za ciebie — twoje urokliwe łuski wystarczą.","Raz w czasie każdej podróży możesz wydać 3 monety, by rzucić kością.  
Wynik 1–9 daje +1 ruchu, a 10–12 +2 ruchu.",Autostoppista scivoloso,"Sai bene che atteggiamento, generosità e perseveranza possono spostare montagne. Tu, però, raramente chiedi ad altri di spostarle per te: il tuo bel corpo squamoso basta e avanza.","Una volta per ciascuno dei tuoi viaggi, in @, puoi spendere 3 © per tirare ©. 1–9: Ottieni +1 movimento. 10–12: Ottieni +2 movimento.",,,,,
./log-card-000-unleashed-potential-1.jpg,".~ Sz 12007 LED of
23 ganthioreresienenn 4 |
_ Unleashed Passion | \4
Ye! | 5A: — « pare,
| | A —
Within you roars a whirlwind of
emotions, waiting to be let out. It is
your greatest strength and gravest
weakness. It is who you are. May
it carry you to glory or to ruin.
Once on each of your turns,
before a skill check, you may roll @.
1-4: Get GER.
5 - 12: Get G9.",000,Unleashed Potential,Adventurer status,"Within you roars a whirlwind of
emotions, waiting to be let out. It is
your greatest strength and gravest
weakness. It is who you are. May
it carry you to glory or to ruin.","Once on each of your turns,
before a skill check, you may roll @.",Uwolniony potencjał,"W tobie szaleje wir emocji, czekający, by się wydostać.  
To twoja największa siła i najgroźniejsza słabość — tym właśnie jesteś.  
Niech poniesie cię ku chwale… albo wprost ku zgubie.","Raz na swoją turę, przed testem umiejętności, możesz rzucić @.  
1–4: Zyskaj GER.  
5–12: Zyskaj G9.",Potenziale liberato,"Dentro di te ruggisce un turbine di emozioni, in attesa di essere scatenato. È la tua forza più grande e la tua debolezza più grave. È ciò che sei. Che ti porti alla gloria… o alla rovina.","Una volta per ciascun tuo turno, prima di un test abilità, puoi tirare @. 1–4: Ottieni GER. 5–12: Ottieni G9.",,,,,
./log-card-000-unyielding-spirit-1.jpg,"2% Unyielding Spirit Ky
y <"" >. UAE — W
A life of adventure has shaped you,
made you resilient and defiant. In a
dire situation, when others would yield,
Jour inner strength surges forth.
After a skill check but before revealing
Outcomes, you may discard to
replace your dice pool with the dice
below. Roll them and use the result.
rt) ery,",000,Unyielding Spirit,Adventurer status,"A life of adventure has shaped you,
made you resilient and defiant. In a
dire situation, when others would yield,
Jour inner strength surges forth.","After a skill check but before revealing
Outcomes, you may discard to
replace your dice pool with the dice
below. Roll them and use the result.",Niezłomny duch,"Życie pełne przygód ukształtowało cię — jesteś odporny i nieustępliwy.  
Gdy sytuacja staje się groźna, a inni odpuszczają, twoja wewnętrzna siła wybija się na wierzch.","Po wykonaniu testu umiejętności, ale przed ujawnieniem wyników, możesz odrzucić kartę,  
aby zastąpić swoją pulę kości kośćmi wskazanymi poniżej. Rzuć nimi i zastosuj wynik.",Spirito indomito,"Una vita d’avventura ti ha plasmato: resistente e ribelle. Nelle situazioni più dure, quando altri cederebbero, la tua forza interiore esplode.","Dopo un test abilità ma prima di rivelare gli Esiti, puoi scartare per sostituire la tua riserva di dadi con i dadi qui sotto. Tirali e usa il risultato.",,,,,
./log-card-001-january-1.jpg,": January 4
J ZY y
aa 44 H =
A WALI ms ee Ó
E "" Bim
It s freezing outside, and leaving the
hearth without proper clothing or
thick fur is a foolish notion. Those
that do brave the cold, however, are
greeted by breathtaking sceneries
of pristine wintry beauty.
Use the winter side of both the
game board and location cards.
¥ Replace this card with
002 from iil.",001,January,Global status,"It s freezing outside, and leaving the
hearth without proper clothing or
thick fur is a foolish notion. Those
that do brave the cold, however, are
greeted by breathtaking sceneries
of pristine wintry beauty.","Use the winter side of both the
game board and location cards.
¥ Replace this card with
002 from iil.",Styczeń,"Na dworze trzaska mróz, a wychodzenie bez porządnego odzienia to czyste szaleństwo.  
Tych jednak, którzy odważą się stawić czoła chłodom, witają zapierające dech, dziewicze zimowe pejzaże.","Użyj zimowej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 002 z iil.",Gennaio,"Fa un freddo pungente, e lasciare il focolare senza abiti adeguati o pelliccia spessa è da sciocchi. Chi però osa sfidare il gelo viene ricompensato da scenari mozzafiato di pura bellezza invernale.",Usa il lato invernale sia del tabellone sia delle carte luogo. ¥ Sostituisci questa carta con 002 da iil.,,,,,
./log-card-002-february-1.jpg,"bp FP 827 4 „=
STN eae ae
Winter's bite is slowly weakening,
and dreams of spring glimmer on
the horizon. Many prefer to stay
indoors, but others enjoy the last
winter activities while they can.
Use the winter side of both the
game board and location cards.
Shuffle @ 267 into the event
A deck and replace this card
with @ 003 from HiL.",002,February,Global status,"Winter's bite is slowly weakening,
and dreams of spring glimmer on
the horizon. Many prefer to stay
indoors, but others enjoy the last
winter activities while they can.","Use the winter side of both the
game board and location cards.
Shuffle @ 267 into the event
A deck and replace this card
with @ 003 from HiL.",Luty,"Zimowy chłód powoli słabnie, a na horyzoncie migoczą marzenia o wiośnie.  
Jedni wolą zostać w domach, inni korzystają z ostatnich zimowych uciech.","Użyj zimowej strony planszy i kart lokacji.  
Wtasuj @ 267 do talii wydarzeń i zamień tę kartę na @ 003 z HiL.",Febbraio,"Il morso dell’inverno si indebolisce lentamente e i sogni di primavera luccicano all’orizzonte. Molti preferiscono restare al chiuso, ma altri si godono finché possono le ultime attività invernali.",Usa il lato invernale sia del tabellone sia delle carte luogo. Mescola @ 267 nel mazzo eventi A e sostituisci questa carta con @ 003 da HiL.,,,,,
./log-card-003-march-1.jpg,"© March EE
03)
ge dO.
Winter starts to give way to spring,
and the first signs of life emerge from
under the melting snow. Liveliness
returns to many folks’ faces as
if coming out of hibernation.
Use the summer side of both the
game board and location cards.
y. Replace this card with
004 from iit.",003,March,Global status,"Winter starts to give way to spring,
and the first signs of life emerge from
under the melting snow. Liveliness
returns to many folks’ faces as
if coming out of hibernation.","Use the summer side of both the
game board and location cards.
y. Replace this card with
004 from iit.",Marzec,"Zima ustępuje wiośnie, a spod topniejącego śniegu wyłaniają się pierwsze oznaki życia.  
Na twarzach wielu znów widać żywotność — jakby budzili się z hibernacji.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 004 z iit.",Marzo,"L’inverno cede il passo alla primavera e i primi segni di vita emergono dalla neve che si scioglie. La vivacità ritorna sui volti di molti, come se uscissero dal letargo.",Usa il lato estivo sia del tabellone sia delle carte luogo. y. Sostituisci questa carta con 004 da iit.,,,,,
./log-card-004-april-1.jpg,"tes
SFW
; 663 A vagal : x, OE Ę ść yuo a ™ |=
Spring is in full swing, and
everywhere you look there are flowers
blooming and featherfolk chirping.
Farmers get to work to plant the
first seeds of a successful harvest.
Use the summer side of both the
game board and location cards.
¥ Replace this card with
005 from iit.",004,April,Global status,"Spring is in full swing, and
everywhere you look there are flowers
blooming and featherfolk chirping.
Farmers get to work to plant the
first seeds of a successful harvest.","Use the summer side of both the
game board and location cards.
¥ Replace this card with
005 from iit.",Kwiecień,"Wiosna rozgościła się na dobre — wszędzie kwitną kwiaty, a ptasi lud świergocze.  
Rolnicy biorą się za wysiew pierwszych ziaren pod udane żniwa.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 005 z iit.",Aprile,La primavera è in pieno fermento: ovunque fiori che sbocciano e piumati che cinguettano. I contadini si rimettono al lavoro per piantare i primi semi di un raccolto felice.,Usa il lato estivo sia del tabellone sia delle carte luogo. ¥ Sostituisci questa carta con 005 da iit.,,,,,
./log-card-005-may-1.jpg,"om 4
ae W W
RE my ud” =
“Ag ZR Wy” ea ©
rw B3 NK JSW
U LEU p CSP Fe
Nature is in full bloom in all of its
colourful grandeur, and the chill of
winter remains but a distant memory.
Relaxing in the sun is tempting, but
there's still plenty of work to do.
Use the summer side of both the
game board and location cards.
¥ Replace this card with
QF 006 from iit.",005,May,Global status,"Nature is in full bloom in all of its
colourful grandeur, and the chill of
winter remains but a distant memory.
Relaxing in the sun is tempting, but
there's still plenty of work to do.","Use the summer side of both the
game board and location cards.
¥ Replace this card with
QF 006 from iit.",Maj,"Przyroda rozkwita w pełnej krasie, a zimowy chłód to już tylko dalekie wspomnienie.  
Słoneczny odpoczynek kusi, ale pracy wciąż nie brakuje.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 006 z iit.",Maggio,"La natura è in piena fioritura, in tutto il suo splendore colorato, e il gelo dell’inverno è ormai un ricordo lontano. Rilassarsi al sole è invitante… ma c’è ancora molto da fare.",Usa il lato estivo sia del tabellone sia delle carte luogo. ¥ Sostituisci questa carta con QF 006 da iit.,,,,,
./log-card-006-june-1.jpg,"2 eee /
Ags 1.24 ee „al PASE TT ah es 1 i TĘ PB
Summer is here, as are the relentless
rays of sunshine. To some folks
it is a blessing, but others find
the heat unbearable, staying in
shade whenever they can.
Use the summer side of both the
game board and location cards.
¥ Replace this card with
007 from iit.",006,June,Global status,"Summer is here, as are the relentless
rays of sunshine. To some folks
it is a blessing, but others find
the heat unbearable, staying in
shade whenever they can.","Use the summer side of both the
game board and location cards.
¥ Replace this card with
007 from iit.",Czerwiec,"Lato nadeszło wraz z nieustępliwymi promieniami słońca.  
Jedni widzą w tym błogosławieństwo, inni kryją się w cieniu, gdzie tylko mogą.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 007 z iit.",Giugno,"L’estate è arrivata, e con lei i raggi implacabili del sole. Per alcuni è una benedizione; per altri il caldo è insopportabile, e cercano ombra appena possono.",Usa il lato estivo sia del tabellone sia delle carte luogo. ¥ Sostituisci questa carta con 007 da iit.,,,,,
./log-card-007-july-1.jpg,"Fs) | July | 4
ŚW. Pao p R —NESA * xy
p = a ES) a J R Oras eS
It is the season of celebration. Folks
from all walks of life gather together

for mirth, music, and laughter.

Use the summer side of both the

game board and location cards.

During setup, replace location @

with @ 230 from iit.

¥. Replace location @ with © 070

8 and this card with @ 008 from iit.",007,July,Global status,"t is the season of celebration. Folks
from all walks of life gather together

for mirth, music, and laughter.","Use the summer side of both the

game board and location cards.

During setup, replace location @

with @ 230 from iit.

¥. Replace location @ with © 070

8 and this card with @ 008 from iit.",Lipiec,"To czas świętowania — ludzie wszelkich stanów zbierają się razem dla uciechy, muzyki i śmiechu.","Użyj letniej strony planszy i kart lokacji.  
Podczas przygotowania gry zamień lokację @ na @ 230 z iit.  
Następnie zamień lokację @ na © 070 oraz tę kartę na @ 008 z iit.",Luglio,"È la stagione delle celebrazioni. Gente di ogni ceto si ritrova insieme per allegria, musica e risate.","Usa il lato estivo sia del tabellone sia delle carte luogo. Durante la preparazione, sostituisci la località @ con @ 230 da iit. ¥. Sostituisci la località @ con © 070 8 e questa carta con @ 008 da iit.",,,,,
./log-card-008-august-1.jpg,"bb A ł | I)
The verdant summer slowly gives way
to the serene colours of autumn. It is
time to partake in the gifts of nature
and enjoy the warmth while it lasts.
Use the summer side of both the
game board and location cards.
¥ Replace this card with

009 from iit.",008,August,Global status,"The verdant summer slowly gives way
to the serene colours of autumn. It is
time to partake in the gifts of nature
and enjoy the warmth while it lasts.","Use the summer side of both the
game board and location cards.
¥ Replace this card with

009 from iit.",Sierpień,"Soczysta zieleń lata powoli ustępuje spokojnym barwom jesieni.  
Czas korzystać z darów natury i ciepła, póki trwa.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 009 z iit.",Agosto,Il verde rigoglioso dell’estate lascia lentamente spazio ai colori quieti dell’autunno. È tempo di godere dei doni della natura e del tepore finché dura.,Usa il lato estivo sia del tabellone sia delle carte luogo. ¥ Sostituisci questa carta con 009 da iit.,,,,,
./log-card-009-september-1.jpg,"4 9 2
© September 4
e. ko |
SY. GB #4 GE 2 A Ó
„ ""oe. Jas ie ©
— O — ———E——™ be ye EL, —
The weather is turning colder — and
the frequent rain into first snowfalls.
Some scalefolks and palefolks travel
south to escape the coming frost.
Use the winter side of both the
game board and location cards.
¥ Replace this card with
5010 from iit.",009,September,Global status,"The weather is turning colder — and
the frequent rain into first snowfalls.
Some scalefolks and palefolks travel
south to escape the coming frost.","Use the winter side of both the
game board and location cards.
¥ Replace this card with
5010 from iit.",Wrzesień,"Pogoda wyraźnie się ochładza — częste deszcze przechodzą w pierwsze opady śniegu.  
Niektórzy łuskowcy i bladoludzie wyruszają na południe, uciekając przed mrozem.","Użyj zimowej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 010 z iit.",Settembre,Il tempo si fa più freddo: le piogge frequenti diventano le prime nevicate. Alcuni scalefolks e palefolks viaggiano verso sud per sfuggire al gelo in arrivo.,Usa il lato invernale sia del tabellone sia delle carte luogo. ¥ Sostituisci questa carta con 5010 da iit.,,,,,
./log-card-010-october-1.jpg,"o (AR os
i Aż
re’ sz»
The weather keeps getting colder,
prompting many to stay indoors.
Thankfully, there s a slew of cultural
events to comfort a weary traveller.
Use the winter side of both the
game board and location cards.
Shuffle @ 088 (if available in HEX)
@¥5 into the event deck and replace
this card with @ 011 from HiL.",010,October,Global status,"The weather keeps getting colder,
prompting many to stay indoors.
Thankfully, there s a slew of cultural
events to comfort a weary traveller.","Use the winter side of both the
game board and location cards.
Shuffle @ 088 (if available in HEX)
@¥5 into the event deck and replace
this card with @ 011 from HiL.",Październik,"Zimno wzmaga się z dnia na dzień, więc wielu woli zostać pod dachem.  
Na szczęście liczne wydarzenia kulturalne ogrzewają serca zmęczonych wędrowców.","Użyj zimowej strony planszy i kart lokacji.  
Wtasuj @ 088 (jeśli dostępne w HEX) oraz @¥5 do talii wydarzeń, a tę kartę zamień na @ 011 z HiL.",Ottobre,"Il freddo continua ad aumentare e spinge molti a restare in casa. Per fortuna, una sfilza di eventi culturali consola il viaggiatore stanco.",Usa il lato invernale sia del tabellone sia delle carte luogo. Mescola @ 088 (se disponibile in HEX) @¥5 nel mazzo eventi e sostituisci questa carta con @ 011 da HiL.,,,,,
./log-card-011-november-1.jpg,"A © November f- |
EE JE
Snow covers the landscape — to the
delight of young ones everywhere.
Those less enthusiastic rely on
warm brews to keep them going.

Use the winter side of both the
game board and location cards.
¥ Replace this card with

8012 from iit.",011,November,Global status,"Snow covers the landscape — to the
delight of young ones everywhere.
Those less enthusiastic rely on
warm brews to keep them going.","Use the winter side of both the
game board and location cards.
¥ Replace this card with

8012 from iit.",Listopad,"Śnieg przykrywa krajobraz ku uciesze najmłodszych.  
Mniej entuzjastyczni wspomagają się ciepłymi naparami, by przetrwać dzień.","Użyj zimowej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 012 z iit.",Novembre,"La neve copre il paesaggio, per la gioia dei più piccoli. Chi è meno entusiasta si affida a bevande calde per tirare avanti.",Usa il lato invernale sia del tabellone sia delle carte luogo. ¥ Sostituisci questa carta con 8012 da iit.,,,,,
