filename,text,number,card name,type,description,instruction,card name_pl,description_pl,instruction_pl
./log-card-000-shifting-strategies-1.jpg,"cs _ Shifting Strategies \ 4
Re dd AE =
a ae. TF. E 4
You have learned and fully adopted
the power of adaptation. You wont
be stuck in your ways, ready and
able at a moment's notice to chase
a new thought or another path.
You may discard to swap
up to 2 of your skill marks
for any other skill marks.",000,Shifting Strategies,Adventurer status,"You have learned and fully adopted
the power of adaptation. You wont
be stuck in your ways, ready and
able at a moment's notice to chase
a new thought or another path.","You may discard to swap
up to 2 of your skill marks
for any other skill marks.",Zmienna taktyka,"Nauczyłeś się sztuki adaptacji.  
Nie tkwisz w schematach — potrafisz w jednej chwili zmienić kierunek i znaleźć nowy sposób działania.","Możesz odrzucić kartę, aby zamienić do 2 swoich znaczników umiejętności na inne według wyboru."
./log-card-000-smooth-hitchhiker-1.jpg,"s | 7 | | Ą
cz Smooth Hitchhiker | /
m I są e = hs | E ea
ma WE wy s Na —""
ue: ) p» h A Oe 28 v\
— ee Pd —
You know well that a great attitude,
generosity, and persistence can move
mountains. You, however, rarely ask
others to move mountains for you.
Your handsome scaly body is enough.
Once on each of your travels, at @,
you may spend 3 © to roll ©.
1 - 9:+1 movement.
10 - 12: +2 movement.",000,Smooth Hitchhiker,Adventurer status,"You know well that a great attitude,
generosity, and persistence can move
mountains. You, however, rarely ask
others to move mountains for you.
Your handsome scaly body is enough.","Once on each of your travels, at @,
you may spend 3 © to roll ©.",Gładki autostopowicz,"Wiesz dobrze, że pozytywne nastawienie, hojność i upór potrafią przenosić góry.  
Ty jednak rzadko prosisz, by ktoś przenosił je za ciebie — twoje urokliwe łuski wystarczą.","Raz w czasie każdej podróży możesz wydać 3 monety, by rzucić kością.  
Wynik 1–9 daje +1 ruchu, a 10–12 +2 ruchu."
./log-card-000-unleashed-potential-1.jpg,".~ Sz 12007 LED of
23 ganthioreresienenn 4 |
_ Unleashed Passion | \4
Ye! | 5A: — « pare,
| | A —
Within you roars a whirlwind of
emotions, waiting to be let out. It is
your greatest strength and gravest
weakness. It is who you are. May
it carry you to glory or to ruin.
Once on each of your turns,
before a skill check, you may roll @.
1-4: Get GER.
5 - 12: Get G9.",000,Unleashed Potential,Adventurer status,"Within you roars a whirlwind of
emotions, waiting to be let out. It is
your greatest strength and gravest
weakness. It is who you are. May
it carry you to glory or to ruin.","Once on each of your turns,
before a skill check, you may roll @.",Uwolniony potencjał,"W tobie szaleje wir emocji, czekający, by się wydostać.  
To twoja największa siła i najgroźniejsza słabość — tym właśnie jesteś.  
Niech poniesie cię ku chwale… albo wprost ku zgubie.","Raz na swoją turę, przed testem umiejętności, możesz rzucić @.  
1–4: Zyskaj GER.  
5–12: Zyskaj G9."
./log-card-000-unyielding-spirit-1.jpg,"2% Unyielding Spirit Ky
y <"" >. UAE — W
A life of adventure has shaped you,
made you resilient and defiant. In a
dire situation, when others would yield,
Jour inner strength surges forth.
After a skill check but before revealing
Outcomes, you may discard to
replace your dice pool with the dice
below. Roll them and use the result.
rt) ery,",000,Unyielding Spirit,Adventurer status,"A life of adventure has shaped you,
made you resilient and defiant. In a
dire situation, when others would yield,
Jour inner strength surges forth.","After a skill check but before revealing
Outcomes, you may discard to
replace your dice pool with the dice
below. Roll them and use the result.",Niezłomny duch,"Życie pełne przygód ukształtowało cię — jesteś odporny i nieustępliwy.  
Gdy sytuacja staje się groźna, a inni odpuszczają, twoja wewnętrzna siła wybija się na wierzch.","Po wykonaniu testu umiejętności, ale przed ujawnieniem wyników, możesz odrzucić kartę,  
aby zastąpić swoją pulę kości kośćmi wskazanymi poniżej. Rzuć nimi i zastosuj wynik."
./log-card-001-january-1.jpg,": January 4
J ZY y
aa 44 H =
A WALI ms ee Ó
E "" Bim
It s freezing outside, and leaving the
hearth without proper clothing or
thick fur is a foolish notion. Those
that do brave the cold, however, are
greeted by breathtaking sceneries
of pristine wintry beauty.
Use the winter side of both the
game board and location cards.
¥ Replace this card with
002 from iil.",001,January,Global status,"It s freezing outside, and leaving the
hearth without proper clothing or
thick fur is a foolish notion. Those
that do brave the cold, however, are
greeted by breathtaking sceneries
of pristine wintry beauty.","Use the winter side of both the
game board and location cards.
¥ Replace this card with
002 from iil.",Styczeń,"Na dworze trzaska mróz, a wychodzenie bez porządnego odzienia to czyste szaleństwo.  
Tych jednak, którzy odważą się stawić czoła chłodom, witają zapierające dech, dziewicze zimowe pejzaże.","Użyj zimowej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 002 z iil."
./log-card-002-february-1.jpg,"bp FP 827 4 „=
STN eae ae
Winter's bite is slowly weakening,
and dreams of spring glimmer on
the horizon. Many prefer to stay
indoors, but others enjoy the last
winter activities while they can.
Use the winter side of both the
game board and location cards.
Shuffle @ 267 into the event
A deck and replace this card
with @ 003 from HiL.",002,February,Global status,"Winter's bite is slowly weakening,
and dreams of spring glimmer on
the horizon. Many prefer to stay
indoors, but others enjoy the last
winter activities while they can.","Use the winter side of both the
game board and location cards.
Shuffle @ 267 into the event
A deck and replace this card
with @ 003 from HiL.",Luty,"Zimowy chłód powoli słabnie, a na horyzoncie migoczą marzenia o wiośnie.  
Jedni wolą zostać w domach, inni korzystają z ostatnich zimowych uciech.","Użyj zimowej strony planszy i kart lokacji.  
Wtasuj @ 267 do talii wydarzeń i zamień tę kartę na @ 003 z HiL."
./log-card-003-march-1.jpg,"© March EE
03)
ge dO.
Winter starts to give way to spring,
and the first signs of life emerge from
under the melting snow. Liveliness
returns to many folks’ faces as
if coming out of hibernation.
Use the summer side of both the
game board and location cards.
y. Replace this card with
004 from iit.",003,March,Global status,"Winter starts to give way to spring,
and the first signs of life emerge from
under the melting snow. Liveliness
returns to many folks’ faces as
if coming out of hibernation.","Use the summer side of both the
game board and location cards.
y. Replace this card with
004 from iit.",Marzec,"Zima ustępuje wiośnie, a spod topniejącego śniegu wyłaniają się pierwsze oznaki życia.  
Na twarzach wielu znów widać żywotność — jakby budzili się z hibernacji.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 004 z iit."
./log-card-004-april-1.jpg,"tes
SFW
; 663 A vagal : x, OE Ę ść yuo a ™ |=
Spring is in full swing, and
everywhere you look there are flowers
blooming and featherfolk chirping.
Farmers get to work to plant the
first seeds of a successful harvest.
Use the summer side of both the
game board and location cards.
¥ Replace this card with
005 from iit.",004,April,Global status,"Spring is in full swing, and
everywhere you look there are flowers
blooming and featherfolk chirping.
Farmers get to work to plant the
first seeds of a successful harvest.","Use the summer side of both the
game board and location cards.
¥ Replace this card with
005 from iit.",Kwiecień,"Wiosna rozgościła się na dobre — wszędzie kwitną kwiaty, a ptasi lud świergocze.  
Rolnicy biorą się za wysiew pierwszych ziaren pod udane żniwa.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 005 z iit."
./log-card-005-may-1.jpg,"om 4
ae W W
RE my ud” =
“Ag ZR Wy” ea ©
rw B3 NK JSW
U LEU p CSP Fe
Nature is in full bloom in all of its
colourful grandeur, and the chill of
winter remains but a distant memory.
Relaxing in the sun is tempting, but
there's still plenty of work to do.
Use the summer side of both the
game board and location cards.
¥ Replace this card with
QF 006 from iit.",005,May,Global status,"Nature is in full bloom in all of its
colourful grandeur, and the chill of
winter remains but a distant memory.
Relaxing in the sun is tempting, but
there's still plenty of work to do.","Use the summer side of both the
game board and location cards.
¥ Replace this card with
QF 006 from iit.",Maj,"Przyroda rozkwita w pełnej krasie, a zimowy chłód to już tylko dalekie wspomnienie.  
Słoneczny odpoczynek kusi, ale pracy wciąż nie brakuje.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 006 z iit."
./log-card-006-june-1.jpg,"2 eee /
Ags 1.24 ee „al PASE TT ah es 1 i TĘ PB
Summer is here, as are the relentless
rays of sunshine. To some folks
it is a blessing, but others find
the heat unbearable, staying in
shade whenever they can.
Use the summer side of both the
game board and location cards.
¥ Replace this card with
007 from iit.",006,June,Global status,"Summer is here, as are the relentless
rays of sunshine. To some folks
it is a blessing, but others find
the heat unbearable, staying in
shade whenever they can.","Use the summer side of both the
game board and location cards.
¥ Replace this card with
007 from iit.",Czerwiec,"Lato nadeszło wraz z nieustępliwymi promieniami słońca.  
Jedni widzą w tym błogosławieństwo, inni kryją się w cieniu, gdzie tylko mogą.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 007 z iit."
./log-card-007-july-1.jpg,"Fs) | July | 4
ŚW. Pao p R —NESA * xy
p = a ES) a J R Oras eS
It is the season of celebration. Folks
from all walks of life gather together

for mirth, music, and laughter.

Use the summer side of both the

game board and location cards.

During setup, replace location @

with @ 230 from iit.

¥. Replace location @ with © 070

8 and this card with @ 008 from iit.",007,July,Global status,"t is the season of celebration. Folks
from all walks of life gather together

for mirth, music, and laughter.","Use the summer side of both the

game board and location cards.

During setup, replace location @

with @ 230 from iit.

¥. Replace location @ with © 070

8 and this card with @ 008 from iit.",Lipiec,"To czas świętowania — ludzie wszelkich stanów zbierają się razem dla uciechy, muzyki i śmiechu.","Użyj letniej strony planszy i kart lokacji.  
Podczas przygotowania gry zamień lokację @ na @ 230 z iit.  
Następnie zamień lokację @ na © 070 oraz tę kartę na @ 008 z iit."
./log-card-008-august-1.jpg,"bb A ł | I)
The verdant summer slowly gives way
to the serene colours of autumn. It is
time to partake in the gifts of nature
and enjoy the warmth while it lasts.
Use the summer side of both the
game board and location cards.
¥ Replace this card with

009 from iit.",008,August,Global status,"The verdant summer slowly gives way
to the serene colours of autumn. It is
time to partake in the gifts of nature
and enjoy the warmth while it lasts.","Use the summer side of both the
game board and location cards.
¥ Replace this card with

009 from iit.",Sierpień,"Soczysta zieleń lata powoli ustępuje spokojnym barwom jesieni.  
Czas korzystać z darów natury i ciepła, póki trwa.","Użyj letniej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 009 z iit."
./log-card-009-september-1.jpg,"4 9 2
© September 4
e. ko |
SY. GB #4 GE 2 A Ó
„ ""oe. Jas ie ©
— O — ———E——™ be ye EL, —
The weather is turning colder — and
the frequent rain into first snowfalls.
Some scalefolks and palefolks travel
south to escape the coming frost.
Use the winter side of both the
game board and location cards.
¥ Replace this card with
5010 from iit.",009,September,Global status,"The weather is turning colder — and
the frequent rain into first snowfalls.
Some scalefolks and palefolks travel
south to escape the coming frost.","Use the winter side of both the
game board and location cards.
¥ Replace this card with
5010 from iit.",Wrzesień,"Pogoda wyraźnie się ochładza — częste deszcze przechodzą w pierwsze opady śniegu.  
Niektórzy łuskowcy i bladoludzie wyruszają na południe, uciekając przed mrozem.","Użyj zimowej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 010 z iit."
./log-card-010-october-1.jpg,"o (AR os
i Aż
re’ sz»
The weather keeps getting colder,
prompting many to stay indoors.
Thankfully, there s a slew of cultural
events to comfort a weary traveller.
Use the winter side of both the
game board and location cards.
Shuffle @ 088 (if available in HEX)
@¥5 into the event deck and replace
this card with @ 011 from HiL.",010,October,Global status,"The weather keeps getting colder,
prompting many to stay indoors.
Thankfully, there s a slew of cultural
events to comfort a weary traveller.","Use the winter side of both the
game board and location cards.
Shuffle @ 088 (if available in HEX)
@¥5 into the event deck and replace
this card with @ 011 from HiL.",Październik,"Zimno wzmaga się z dnia na dzień, więc wielu woli zostać pod dachem.  
Na szczęście liczne wydarzenia kulturalne ogrzewają serca zmęczonych wędrowców.","Użyj zimowej strony planszy i kart lokacji.  
Wtasuj @ 088 (jeśli dostępne w HEX) oraz @¥5 do talii wydarzeń, a tę kartę zamień na @ 011 z HiL."
./log-card-011-november-1.jpg,"A © November f- |
EE JE
Snow covers the landscape — to the
delight of young ones everywhere.
Those less enthusiastic rely on
warm brews to keep them going.

Use the winter side of both the
game board and location cards.
¥ Replace this card with

8012 from iit.",011,November,Global status,"Snow covers the landscape — to the
delight of young ones everywhere.
Those less enthusiastic rely on
warm brews to keep them going.","Use the winter side of both the
game board and location cards.
¥ Replace this card with

8012 from iit.",Listopad,"Śnieg przykrywa krajobraz ku uciesze najmłodszych.  
Mniej entuzjastyczni wspomagają się ciepłymi naparami, by przetrwać dzień.","Użyj zimowej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 012 z iit."
./log-card-012-december-1.jpg,"Seay
e © | December |
The land slumbers under a heavy
blanket of snow. The cities, however,
never sleep, as the steadfast folks and
tireless industry keep on going.
Use the winter side of both the
game board and location cards.
¥ Replace this card with
001 from iit.",012,December,Global status,"The land slumbers under a heavy
blanket of snow. The cities, however,
never sleep, as the steadfast folks and
tireless industry keep on going.","Use the winter side of both the
game board and location cards.
¥ Replace this card with
001 from iit.",Grudzień,"Kraina śpi pod ciężką pierzyną śniegu.  
Miasta jednak nie zasypiają — wytrwali ludzie i niezmordowany przemysł wciąż działają.","Użyj zimowej strony planszy i kart lokacji.  
Następnie zamień tę kartę na 001 z iit."
./log-card-013-ladder-1.jpg,"fs.
o) Ladder |
SE zz, , 2 27 paź, =
8 }
Stand =;
It's easier to spot what you re looking
for by standing higher up — obvious
to any folk on the shorter side.
Climb
Get GRY.
Observe
Convert up to 2 © into ££/9) each.
Search
Convert 1 © into @9.",013,Ladder,Item,"It's easier to spot what you re looking
for by standing higher up — obvious
to any folk on the shorter side.","Climb
Get GRY.
Observe
Convert up to 2 © into ££/9) each.
Search
Convert 1 © into @9.",Drabina,"Łatwiej wypatrzeć to, czego szukasz, stojąc nieco wyżej — szczególnie dla tych z nas, którym bliżej do ziemi.","Wspinaczka  
Zyskaj GRY.  
Obserwacja  
Zamień do 2 × © na ££/9) (każdą).  
Poszukiwania  
Zamień 1 × © na @9."
./log-card-014-drums-1.jpg,"6 rs
| \ig —
U \} | F (
A \ ae )
Music mama —
While cumbersome to haul around,
drumming can prove instrumental
when you least expect it. Pangolins
in particular enjoy the novelty of a
momentary rhythm in their lives.
Explore = Intimidate
Reroll 1 &% up to 2 times. You may
choose a different $5 each time.
Recall
Reroll 1 $$.",014,Drums,Item,"While cumbersome to haul around,
drumming can prove instrumental
when you least expect it. Pangolins
in particular enjoy the novelty of a
momentary rhythm in their lives.","Explore = Intimidate
Reroll 1 &% up to 2 times. You may
choose a different $5 each time.
Recall
Reroll 1 $$.",Bębny,"Choć trudno je ze sobą nosić, bębnienie potrafi okazać się bezcenne w najmniej oczekiwanej chwili.  
Pangoliny szczególnie cenią sobie krótką chwilę rytmu w życiu.","Badanie = Zastraszanie  
Przerzuć 1 × &% do 2 razy. Za każdym razem możesz wybrać inny $5.  
Przywołanie  
Przerzuć 1 × $$."
./log-card-015-long-coat-1.jpg,"fat.
34 Long Coat |
= ©
3 as
(
ź }
Shady ‘Warm )
Made of the finest cotton, clothes
sewn by the Wool Skin Co. can
last a lifetime. Their darker, more
ominous line is popular among
folks who embrace the shadows.
Sneak
Get and reroll up to 1 (3.
Explore =} Intimidate
Reroll 1%.",015,Long Coat,Item,"Made of the finest cotton, clothes
sewn by the Wool Skin Co. can
last a lifetime. Their darker, more
ominous line is popular among
folks who embrace the shadows.","Sneak
Get and reroll up to 1 (3.
Explore =} Intimidate
Reroll 1%.",Długi płaszcz,"Uszyte z najlepszej bawełny stroje Wool Skin Co. potrafią służyć całe życie.  
Ich mroczniejsza, bardziej złowieszcza linia cieszy się popularnością wśród tych, którzy lubią cień.","Skradanie  
Zyskaj i przerzuć do 1 × (3.  
Badanie = Zastraszanie  
Przerzuć 1 × %."
./log-card-016-climbing-axes-1.jpg,"dw - . .
joy ClimbingAxes |
Pick „ Weapon
Tools for those brave enough to
challenge even the tallest and
most precarious summits.
Climb
Get and reroll up to 1 &.
Fight £ Force
Convert 1 X into GRY.",016,Climbing Axes,Item,"Tools for those brave enough to
challenge even the tallest and
most precarious summits.","Climb
Get and reroll up to 1 &.
Fight £ Force
Convert 1 X into GRY.",Czekany wspinaczkowe,"Narzędzia dla tych, którzy mają odwagę mierzyć się z najwyższymi i najzmyślniejszymi szczytami.","Wspinaczka  
Zyskaj i przerzuć do 1 × &.  
Walka / Siła  
Zamień 1 × X na GRY."
./log-card-017-swordstick-1.jpg,"dm -
154 Swordstick |
~ '
Blade „ Pole
Various blades and weapons have
been concealed as ordinary items
from the earliest of times. Sometimes
the least obvious apparatus can
be the most lethal instrument.
Fight
Reroll up to 2 $5 and convert
up to 2 ® into each.
Explore
Reroll up to 2%.",017,Swordstick,Item,"Various blades and weapons have
been concealed as ordinary items
from the earliest of times. Sometimes
the least obvious apparatus can
be the most lethal instrument.","Fight
Reroll up to 2 $5 and convert
up to 2 ® into each.
Explore
Reroll up to 2%.",Laska-szpada,"Od najdawniejszych czasów ostrza i broń skrywano w zwyczajnych przedmiotach.  
Czasem to, czego się nie spodziewasz, okazuje się najbardziej śmiercionośne.","Walka  
Przerzuć do 2 × $5 i zamień do 2 × ® na każde.  
Badanie  
Przerzuć do 2 × %."
./log-card-018-multilens-goggles-1.jpg,"ce °
poy, mMultilens Goggles |
=
( B @
NYM }
Reading ~~
The Lensmaster 4000 greatly enhances
your vision and improves the chances
of spotting whatever you re looking for.
Search
Reroll up to 3 &.
Observe
Reroll up to 2 &%.
Unlock
Reroll 1 87.",018,Multilens Goggles,Item,"The Lensmaster 4000 greatly enhances
your vision and improves the chances
of spotting whatever you re looking for.","Search
Reroll up to 3 &.
Observe
Reroll up to 2 &%.
Unlock
Reroll 1 87.",Gogle wielosoczewkowe,"Lensmaster 4000 znacząco wyostrza wzrok i zwiększa szanse, że wypatrzysz to, czego szukasz.","Poszukiwania  
Przerzuć do 3 × &.  
Obserwacja  
Przerzuć do 2 × &%.  
Otwieranie  
Przerzuć 1 × 87."
./log-card-019-triple-barrel-pistol-1.jpg,"ze ;
Hoy triple-barrel pistol
p @&
N Sag )
Ranged Gunpowder Weapon
A symbol of status for dwarf crocodiles,
this unusual and expensive firearm
makes up for the loss of accuracy
in firepower and sinister style.
Fight
Reroll 1 $5 up to 3 times. You may
choose a different $9 each time.
Unlock a Intimidate
Get GRY.",019,Triple Barrel Pistol,Item,"
A symbol of status for dwarf crocodiles,
this unusual and expensive firearm
makes up for the loss of accuracy
in firepower and sinister style.","Ranged Gunpowder Weapon
Fight
Reroll 1 $5 up to 3 times. You may
choose a different $9 each time.
Unlock a Intimidate
Get GRY.",Pistolet potrójny,"Symbol statusu wśród karłowatych krokodyli — niezwykła i kosztowna broń,  
która nadrabia brak precyzji siłą ognia i złowieszczym sznytem.","Broń dystansowa / prochowa  
Walka  
Przerzuć 1 × $5 do 3 razy. Za każdym razem możesz wybrać inny $9.  
Otwieranie / Zastraszanie  
Zyskaj GRY."
./log-card-020-telescope-1.jpg,"fs.
OJ | Telescope |
= at
Spying _—
Many folks have sought wisdom and
guidance for their lives from the stars
and their movements. How many
have found either of those? Only
celestial beings can tell you that.
Observe
Explore
Reroll 1 &.",020,Telescope,Item,"Many folks have sought wisdom and
guidance for their lives from the stars
and their movements. How many
have found either of those? Only
celestial beings can tell you that.","Spying
Observe
Explore
Reroll 1 &.",Teleskop,"Wielu szukało mądrości i drogowskazów w gwiazdach i ich ruchach.  
Ilu faktycznie je znalazło? Tylko niebiosa mogłyby odpowiedzieć.","Szpiegowanie  
Obserwacja  
Badanie  
Przerzuć 1 × &."
